No.,url,Adresse,Wohnfläche,Grundstück,Typ,Zimmer,Baujahr,Modernisierung,Wesentliche,Heizungsart,Energiebedarf,Energieeffizienzklasse,Objektbeschreibung,Ausstattung,Lage
2871,https://www.immobilienscout24.de/expose/110461136,"66687 Wadern, Merzig-Wadern (Kreis)Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.", 145 m² , 570 m² , Einfamilienhaus (freistehend) , 5 ,2019, , , , , ,"Lagebeschreibung
Lockweiler ist ein Stadtteil der Stadt Wadern im Landkreis Merzig Wadern. Der Vorort mit ca. 1400 Einwohnern verfügt über einen Kindergarten eine Grundschule mit Ganztagsangebot, einen Sportplatz und ein reges Vereinsleben. 
Lockweiler ist nur wenige Minuten von Wadern entfernt. Über die Autobahn A1 ist der Stadtteil gut in Richtung Saarbrücken und Trier angeschlossen. 
Die Ferienregionen um den Bostalsee und den Stausee in Losheim sind nur knapp 20 Minuten entfernt und sorgen für einen hohen Freizeitwert in der Region.  

Objektbeschreibung
Auf einem schönen, ebenen Grundstück mit einer Fläche von ca. 570 m² entsteht ein zweigeschossiges Einfamilienhaus mit einer Wohnfläche von ca. 145 m². 
Durch Ihre Hauseingangstür gelangen Sie in den hellen Eingangsbereich. Rechter Hand befindet sich das Gäste WC mit Fenster und der Zugang zum HWR (hier Büro). Aus der Diele gelangen Sie in den rund 53 m² Wohn-/Essbereich mit der offenen Küche. Die beiden großen Terrassentüren zum Garten hin bringen viel Licht in den Wohnraum und sorgen für ein lichtdurchflutetes Wohlfühlambiente. Auf Grund der L-Anordnung des Raumes, kann die Küche auf Wunsch auch ganz einfach zu einen separaten Raum abgetrennt werden. 
Über die Treppe kommen Sie in das Obergeschoss. Dieses bietet Ihnen neben dem Tageslichtbad mit Wanne und Dusche vier weitere Räume, welche individuell als Schlafzimmer, Kinderzimmer oder Büro nutzbar sind. Hier haben Sie richtig viel Platz für die ganze Familie!
Das Einfamilienhaus wird in Massivbauweise und im KFW 55 Energiestandard errichtet.

Der angegeben Preis beinhaltet die vorgestellte Planung in malerfertiger Ausführung, inklusive der Badausstattung, der Bodenbeläge, und dem Grundstück zuzüglich der Baunebenkosten. 

Einige unsere Ausführungsstandards:

Hochwertige KFW-55 Massivbauweise
Fußbodenheizung in allen Wohnräumen
Dezentrales Be- und Entlüftungssytem
3-Scheiben-Wärmeschutzverglasung
Fenster mit erhöhtem Einbruchschutz in Markenqualität
Elektrische Alu-Rollläden mit extra leisem Motor
Badausstattung in Markenqualität
Hochwertige Innentüren und Bodenbeläge
... und vieles mehr! 


Nicht verpassen! Der Nikolaus kommt ins Musterhaus
Mit Glühwein, Kinderpunsch und vielen weiteren Überraschungen begrüßen wie Sie in unserem Musterhaus.
Sa. 07.12 von 10:00 bis 14:00 Uhr in der Saarbrücker Straße 34A in 66687 Nunkirchen
Wir freuen uns auf Ihren Besuch!


", , 
